TPD file name: volfrac_0.4_filtrad_1.1_eta_0.5.tpd (v2007)
===============================================================================

```
Domain discretisation (NUM_ELEM_X x NUM_ELEM_Y) = 60 x 20
Element type (ELEM_K) = Q4
Filter radius (FILT_RAD) = 1.1
Number of iterations (NUM_ITER) = 250
Problem type (PROB_TYPE) = comp
Problem name (PROB_NAME) = volfrac_0.4_filtrad_1.1_eta_0.5
Continuation of penalisation factor (P_FAC) not specified
GSF not active
Damping factor (ETA) = 0.50
No passive elements (PASV_ELEM) specified
No active elements (ACTV_ELEM) specified
```

-------------------------------------------------------------------------------
 Iter | Obj. func.   | Vol.  | Change     | P_FAC | Q_FAC | Ave ETA | S-V frac. 
 ----:|-------------:|------:|-----------:|------:|------:|--------:|---------:
   1  | 1.966841e+03 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.000 
   2  | 1.097254e+03 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.000 
   3  | 7.541535e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.059 
   4  | 5.866335e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.102 
   5  | 5.165196e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.131 
   6  | 4.753149e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.157 
   7  | 4.472440e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.176 
   8  | 4.192337e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.208 
   9  | 3.919563e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.248 
  10  | 3.647450e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.276 
  11  | 3.412543e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.302 
  12  | 3.184767e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.344 
  13  | 2.958712e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.411 
  14  | 2.815414e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.472 
  15  | 2.742126e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.510 
  16  | 2.674547e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.543 
