TPD file name: volfrac_0.4_filtrad_1.0_eta_0.5.tpd (v2007)
===============================================================================

```
Domain discretisation (NUM_ELEM_X x NUM_ELEM_Y) = 60 x 20
Element type (ELEM_K) = Q4
Filter radius (FILT_RAD) = 1.0
Number of iterations (NUM_ITER) = 250
Problem type (PROB_TYPE) = comp
Problem name (PROB_NAME) = volfrac_0.4_filtrad_1.0_eta_0.5
Continuation of penalisation factor (P_FAC) not specified
GSF not active
Damping factor (ETA) = 0.50
No passive elements (PASV_ELEM) specified
No active elements (ACTV_ELEM) specified
```

-------------------------------------------------------------------------------
 Iter | Obj. func.   | Vol.  | Change     | P_FAC | Q_FAC | Ave ETA | S-V frac. 
 ----:|-------------:|------:|-----------:|------:|------:|--------:|---------:
   1  | 1.966841e+03 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.000 
   2  | 1.095094e+03 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.000 
   3  | 7.528164e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.063 
   4  | 5.847042e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.110 
   5  | 5.143932e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.138 
   6  | 4.684715e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.172 
   7  | 4.357791e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.200 
   8  | 4.015453e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.247 
   9  | 3.699084e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.293 
  10  | 3.423161e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.339 
  11  | 3.207946e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.417 
  12  | 3.039208e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.516 
  13  | 2.908345e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.602 
  14  | 2.807645e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.679 
  15  | 2.743029e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.775 
  16  | 2.701529e+02 | 0.400 | 2.0000e-01 | 3.000 | 1.000 |  0.500  |  0.853 
